Category,Question,Response,Age,Gender,RaceEthnicity,RiskFactor,RiskFactorResponse,Sample_Size
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,65-79 years,All genders,"Hispanic, any race",Hypertension,No,128
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,40-64 years,Male,Other,Hypertension,No,100
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,80 years and older,All genders,"Black, non-Hispanic",Hypertension,No,39
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,40-64 years,Male,All races,Smoking,Yes,2718
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,40-64 years,Male,Other,Smoking,Yes,45
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,18-39 years,Male,Other,All participants,Total,241
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,65-79 years,All genders,All races,Diabetes,Yes,954
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,18-39 years,All genders,"Black, non-Hispanic",Diabetes,Yes,78
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,18-39 years,All genders,"Hispanic, any race",Hypertension,No,3150
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,18-39 years,All genders,"Black, non-Hispanic",Diabetes,Yes,70
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,18-39 years,Male,"White, non-Hispanic",Diabetes,No,756
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),12-17 years,Female,"Black, non-Hispanic",Hypertension,Yes,44
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,18-39 years,All genders,"White, non-Hispanic",Smoking,Yes,1773
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,18-39 years,All genders,Other,Diabetes,No,198
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,80 years and older,Female,"White, non-Hispanic",Diabetes,No,177
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,18-39 years,Male,"White, non-Hispanic",All participants,Total,2013
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),12-17 years,Male,"White, non-Hispanic",All participants,Total,989
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,40-64 years,All genders,"Black, non-Hispanic",Hypertension,No,923
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,12-17 years,All genders,Other,Diabetes,No,99
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),18-39 years,All genders,Other,Hypertension,No,437
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,18-39 years,Female,"Black, non-Hispanic",All participants,Total,1219
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,18-39 years,Female,"Hispanic, any race",Smoking,Yes,314
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,65-79 years,Male,Other,Smoking,Yes,31
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,18-39 years,Female,"Black, non-Hispanic",All participants,Total,1219
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,65-79 years,Male,"Black, non-Hispanic",Hypertension,Yes,300
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,18-39 years,Male,All races,Smoking,Yes,1756
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,80 years and older,Male,"White, non-Hispanic",Smoking,No,236
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,65-79 years,Female,"Hispanic, any race",Hypertension,Yes,129
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,18-39 years,Male,"Black, non-Hispanic",Smoking,No,486
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,12-17 years,Female,"White, non-Hispanic",Hypertension,No,966
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,65-79 years,Female,"White, non-Hispanic",Diabetes,No,380
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,18-39 years,Female,All races,All participants,Total,6064
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,12-17 years,Male,"White, non-Hispanic",All participants,Total,1001
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,65-79 years,Male,"White, non-Hispanic",All participants,Total,1187
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,65-79 years,Female,"Black, non-Hispanic",Diabetes,Yes,114
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,18-39 years,Male,All races,All participants,Total,2142
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,65-79 years,Female,"Black, non-Hispanic",Hypertension,No,55
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,18-39 years,Male,"Black, non-Hispanic",Smoking,No,486
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,80 years and older,All genders,"White, non-Hispanic",All participants,Total,1108
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,40-64 years,All genders,"White, non-Hispanic",All participants,Total,4429
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,18-39 years,Male,"Hispanic, any race",Hypertension,Yes,135
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,80 years and older,All genders,"Black, non-Hispanic",Smoking,Yes,61
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,18-39 years,All genders,"Hispanic, any race",Hypertension,Yes,313
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,80 years and older,All genders,"White, non-Hispanic",Hypertension,Yes,1109
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,40-64 years,All genders,Other,Diabetes,Yes,58
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,18-39 years,Female,"White, non-Hispanic",Hypertension,Yes,197
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,18-39 years,All genders,Other,Smoking,No,129
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),40-64 years,Female,"White, non-Hispanic",Diabetes,No,772
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,40-64 years,Female,Other,Smoking,Yes,72
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,18-39 years,All genders,"White, non-Hispanic",All participants,Total,4180
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,40-64 years,Female,"Hispanic, any race",Diabetes,No,428
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,18-39 years,Male,"Hispanic, any race",Smoking,Yes,520
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),40-64 years,Male,"Hispanic, any race",Hypertension,No,747
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,65-79 years,Female,"Hispanic, any race",Hypertension,No,122
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,40-64 years,Female,All races,Smoking,Yes,1983
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,40-64 years,All genders,All races,Smoking,Yes,4716
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,65-79 years,Female,All races,Hypertension,Yes,1363
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,18-39 years,Male,"Black, non-Hispanic",Smoking,Yes,286
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,40-64 years,All genders,"White, non-Hispanic",Diabetes,Yes,425
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,80 years and older,Male,All races,Smoking,No,141
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,65-79 years,All genders,"Black, non-Hispanic",Diabetes,No,184
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,18-39 years,All genders,"Black, non-Hispanic",Diabetes,No,923
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,80 years and older,Female,"Black, non-Hispanic",Smoking,No,54
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,40-64 years,Female,"Black, non-Hispanic",Diabetes,Yes,248
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,40-64 years,All genders,"Hispanic, any race",Hypertension,No,1640
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,40-64 years,Female,"Black, non-Hispanic",Hypertension,No,408
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,18-39 years,Female,"Black, non-Hispanic",Hypertension,No,1087
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,40-64 years,All genders,"Black, non-Hispanic",Smoking,No,919
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,65-79 years,Male,"Black, non-Hispanic",Diabetes,No,95
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,40-64 years,All genders,Other,All participants,Total,181
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,65-79 years,All genders,"Black, non-Hispanic",Diabetes,Yes,238
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,80 years and older,Female,"Hispanic, any race",All participants,Total,79
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,40-64 years,Female,Other,Hypertension,Yes,82
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,65-79 years,All genders,All races,Smoking,Yes,1027
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,18-39 years,All genders,All races,Hypertension,Yes,1215
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,65-79 years,All genders,"White, non-Hispanic",All participants,Total,2496
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),65-79 years,All genders,All races,Diabetes,No,1099
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,65-79 years,Female,"White, non-Hispanic",Hypertension,No,321
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,65-79 years,All genders,"Hispanic, any race",Hypertension,No,343
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,18-39 years,Female,All races,Hypertension,No,5153
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,65-79 years,Male,All races,Diabetes,No,555
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,40-64 years,Male,"Hispanic, any race",Diabetes,Yes,256
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,18-39 years,Female,Other,Hypertension,No,112
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,65-79 years,Female,"White, non-Hispanic",Diabetes,No,398
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,65-79 years,All genders,All races,All participants,Total,4085
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,12-17 years,Female,"Black, non-Hispanic",All participants,Total,1142
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,40-64 years,Male,Other,Diabetes,No,62
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,18-39 years,All genders,"Black, non-Hispanic",Hypertension,No,2049
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),18-39 years,All genders,"Black, non-Hispanic",Diabetes,Yes,67
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,40-64 years,Female,Other,Hypertension,Yes,82
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,80 years and older,Male,All races,Diabetes,Yes,108
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,18-39 years,All genders,Other,Smoking,Yes,133
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,12-17 years,Female,All races,Hypertension,No,3631
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,40-64 years,Male,All races,All participants,Total,2071
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),12-17 years,All genders,All races,Diabetes,No,2117
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),80 years and older,All genders,"White, non-Hispanic",Smoking,Yes,461
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,80 years and older,All genders,All races,Diabetes,Yes,167
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,80 years and older,Male,All races,All participants,Total,759
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,12-17 years,All genders,"White, non-Hispanic",All participants,Total,2065
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,40-64 years,Male,Other,Diabetes,No,62
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,40-64 years,Male,All races,Hypertension,No,2647
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,12-17 years,Female,Other,Diabetes,No,47
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,18-39 years,Female,Other,All participants,Total,272
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,40-64 years,Male,"White, non-Hispanic",Hypertension,Yes,767
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,40-64 years,All genders,"White, non-Hispanic",Smoking,Yes,2423
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,80 years and older,Female,"Hispanic, any race",Smoking,No,54
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,18-39 years,Male,All races,Smoking,No,1912
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,18-39 years,All genders,All races,Diabetes,No,3740
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,18-39 years,Female,"Hispanic, any race",Diabetes,No,742
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,18-39 years,Male,"White, non-Hispanic",Diabetes,No,756
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,40-64 years,All genders,"White, non-Hispanic",Smoking,No,1801
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,40-64 years,All genders,All races,Hypertension,Yes,3608
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,65-79 years,Female,"Black, non-Hispanic",Diabetes,No,81
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,40-64 years,Female,"Hispanic, any race",Diabetes,Yes,259
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),12-17 years,Male,"Black, non-Hispanic",All participants,Total,1209
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,80 years and older,Female,"Hispanic, any race",Hypertension,Yes,56
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,0-17 years,All genders,All races,All participants,Total,2568
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,12-17 years,Female,Other,Hypertension,No,158
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,65-79 years,All genders,"Hispanic, any race",All participants,Total,857
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,40-64 years,Male,"Hispanic, any race",Diabetes,Yes,232
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,18-39 years,All genders,All races,Hypertension,No,9499
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,12-17 years,Male,"Hispanic, any race",All participants,Total,1514
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,40-64 years,All genders,"Hispanic, any race",All participants,Total,2331
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),18-39 years,Female,"Black, non-Hispanic",Smoking,No,631
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,40-64 years,Female,"White, non-Hispanic",Diabetes,No,812
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,65-79 years,Male,"Hispanic, any race",Diabetes,No,106
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,80 years and older,All genders,"Hispanic, any race",Smoking,No,77
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,65-79 years,Female,All races,Diabetes,No,574
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,12-17 years,Male,Other,Hypertension,No,145
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,40-64 years,Female,All races,Smoking,Yes,1983
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,12-17 years,All genders,All races,Diabetes,Yes,59
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,40-64 years,Male,All races,Smoking,No,1673
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,65-79 years,Female,"White, non-Hispanic",Diabetes,Yes,219
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,18-39 years,Male,"Black, non-Hispanic",Smoking,Yes,283
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,0-17 years,All genders,"White, non-Hispanic",Diabetes,No,636
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,18-39 years,Male,"Black, non-Hispanic",All participants,Total,1143
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,18-39 years,All genders,All races,Hypertension,Yes,976
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),40-64 years,All genders,Other,Diabetes,Yes,52
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,80 years and older,All genders,"White, non-Hispanic",Smoking,Yes,261
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,18-39 years,Male,All races,Hypertension,Yes,549
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,65-79 years,Male,"White, non-Hispanic",Smoking,Yes,838
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,12-17 years,All genders,"Hispanic, any race",Diabetes,No,806
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,0-17 years,Female,All races,Hypertension,No,1204
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,18-39 years,Female,"Hispanic, any race",All participants,Total,2027
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,40-64 years,All genders,All races,Hypertension,No,5577
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,12-17 years,All genders,All races,Diabetes,Yes,59
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,18-39 years,Male,"White, non-Hispanic",Hypertension,No,1701
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,40-64 years,All genders,"Black, non-Hispanic",Smoking,Yes,1125
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,65-79 years,All genders,"White, non-Hispanic",Diabetes,No,729
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,18-39 years,All genders,"White, non-Hispanic",All participants,Total,4180
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,80 years and older,Male,"White, non-Hispanic",Diabetes,Yes,87
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,18-39 years,Female,"Black, non-Hispanic",Hypertension,No,1170
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,18-39 years,Male,Other,Smoking,Yes,80
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,40-64 years,Female,All races,Smoking,Yes,1998
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,65-79 years,Male,"White, non-Hispanic",Smoking,No,391
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,40-64 years,Female,"Hispanic, any race",All participants,Total,1197
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,18-39 years,All genders,"White, non-Hispanic",Diabetes,Yes,87
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),65-79 years,Male,"White, non-Hispanic",Hypertension,No,453
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,18-39 years,All genders,"Hispanic, any race",Smoking,No,1666
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,80 years and older,Female,"White, non-Hispanic",Diabetes,Yes,89
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,80 years and older,All genders,All races,Hypertension,No,341
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,65-79 years,All genders,All races,Smoking,No,1833
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,65-79 years,All genders,"White, non-Hispanic",All participants,Total,1066
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,65-79 years,Male,All races,Smoking,Yes,1383
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,80 years and older,All genders,"Black, non-Hispanic",All participants,Total,87
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,65-79 years,Female,"Black, non-Hispanic",Hypertension,Yes,274
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,18-39 years,Female,Other,Diabetes,No,102
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,65-79 years,Male,"White, non-Hispanic",Hypertension,No,491
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),65-79 years,Female,"White, non-Hispanic",Diabetes,Yes,181
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,40-64 years,Male,"White, non-Hispanic",Diabetes,Yes,235
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,12-17 years,Female,All races,Hypertension,Yes,112
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,40-64 years,Female,"Hispanic, any race",Hypertension,Yes,218
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,18-39 years,All genders,"Hispanic, any race",Diabetes,Yes,73
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,18-39 years,Male,"White, non-Hispanic",Diabetes,Yes,40
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,40-64 years,Female,"White, non-Hispanic",Diabetes,Yes,188
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,40-64 years,All genders,"White, non-Hispanic",Hypertension,Yes,1508
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,18-39 years,Female,"Hispanic, any race",Diabetes,No,669
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,18-39 years,Male,All races,Hypertension,No,4534
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,65-79 years,Female,"Black, non-Hispanic",Smoking,No,112
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,18-39 years,All genders,"White, non-Hispanic",All participants,Total,4180
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,12-17 years,All genders,"White, non-Hispanic",Hypertension,No,1935
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,65-79 years,All genders,"White, non-Hispanic",Smoking,No,948
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,12-17 years,All genders,All races,All participants,Total,7564
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,80 years and older,Male,"Black, non-Hispanic",Smoking,Yes,32
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,40-64 years,Male,"White, non-Hispanic",Smoking,No,796
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),65-79 years,Female,"Hispanic, any race",Smoking,Yes,126
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,18-39 years,Female,"White, non-Hispanic",All participants,Total,2269
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,40-64 years,Male,"Black, non-Hispanic",Smoking,Yes,641
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,80 years and older,All genders,"Hispanic, any race",Diabetes,No,47
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,65-79 years,Male,All races,Smoking,No,712
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,18-39 years,All genders,"White, non-Hispanic",Smoking,No,1862
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,40-64 years,All genders,All races,Hypertension,Yes,3608
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,65-79 years,Male,"Hispanic, any race",Smoking,No,145
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,80 years and older,Female,All races,Hypertension,No,136
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,65-79 years,Male,"Black, non-Hispanic",Smoking,No,137
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,18-39 years,All genders,Other,All participants,Total,495
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,80 years and older,All genders,All races,All participants,Total,1375
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,40-64 years,All genders,Other,Diabetes,No,148
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,65-79 years,Female,"Black, non-Hispanic",Smoking,No,194
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,65-79 years,Female,"White, non-Hispanic",Hypertension,No,332
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,40-64 years,Male,"White, non-Hispanic",Smoking,Yes,1412
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),65-79 years,All genders,"Black, non-Hispanic",Smoking,Yes,355
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,65-79 years,Female,"Hispanic, any race",Diabetes,Yes,145
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,80 years and older,Female,"Hispanic, any race",All participants,Total,118
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,80 years and older,All genders,"Black, non-Hispanic",Hypertension,Yes,98
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,12-17 years,Male,All races,Hypertension,No,3703
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,80 years and older,Male,All races,Diabetes,No,274
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,12-17 years,Female,Other,Diabetes,No,45
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,12-17 years,All genders,Other,All participants,Total,306
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,18-39 years,Female,All races,All participants,Total,5597
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,65-79 years,Female,"Hispanic, any race",All participants,Total,464
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,40-64 years,All genders,"Hispanic, any race",Smoking,No,1243
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,12-17 years,Female,"Hispanic, any race",All participants,Total,1431
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,40-64 years,Male,All races,Hypertension,Yes,1718
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,65-79 years,Male,All races,Smoking,No,280
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,18-39 years,Male,All races,All participants,Total,4853
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,18-39 years,All genders,"Hispanic, any race",Diabetes,No,1230
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,65-79 years,All genders,"Hispanic, any race",Diabetes,Yes,273
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,40-64 years,All genders,"Black, non-Hispanic",Diabetes,Yes,450
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,40-64 years,Male,"Black, non-Hispanic",Smoking,No,351
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,40-64 years,All genders,All races,Hypertension,No,5249
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),40-64 years,Female,"Black, non-Hispanic",Hypertension,Yes,596
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,80 years and older,Male,"White, non-Hispanic",Hypertension,Yes,196
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,12-17 years,Female,"White, non-Hispanic",All participants,Total,1004
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,80 years and older,All genders,"Hispanic, any race",Smoking,No,43
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,40-64 years,Male,All races,All participants,Total,4336
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,12-17 years,Male,"Hispanic, any race",All participants,Total,1457
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,40-64 years,All genders,All races,All participants,Total,8802
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,65-79 years,Female,"Hispanic, any race",All participants,Total,464
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,65-79 years,All genders,"Hispanic, any race",Smoking,No,441
